run_key,experiment_name,forget_id,policy,FA,EA,RA,ERB,IdentityLeak@1,IdentityLeak@4,IdentityLeak@8,mean_target_similarity,max_target_similarity,RA_hard,RA_random,hard_neighbor_retention_gap,forget_sample_count,retain_sample_count,total_sample_count,detector_success_rate,fallback_sample_count,attempted_sample_count,evaluated_sample_count,dropped_no_face_count,det_thresh,use_fallback,after_dir,threshold
expanded_4040/least_sim_hard,expanded_4040,4040,least_sim_hard,0.0,100.0,96.5034965034965,98.22064056939502,0.0,0.0,0.0,0.21189806734522185,0.24287483096122742,93.05555555555556,100.0,-6.944444444444443,24,143,167,100.0,0,168,167,1,0.1,False,outputs/expanded_4040/least_sim_hard_gen,0.14650361239910126
expanded_4426/nearest_hard,expanded_4426,4426,nearest_hard,95.83333333333334,4.166666666666657,99.30555555555556,7.997762863534658,100.0,100.0,100.0,0.7813962772488594,0.8234857320785522,98.61111111111111,100.0,-1.3888888888888857,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4426/nearest_hard_gen,0.14650361239910126
expanded_4426/random_hard,expanded_4426,4426,random_hard,95.83333333333334,4.166666666666657,99.30555555555556,7.997762863534658,100.0,100.0,100.0,0.7813962772488594,0.8234857320785522,98.61111111111111,100.0,-1.3888888888888857,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4426/random_hard_gen,0.14650361239910126
expanded_4426/median_hard,expanded_4426,4426,median_hard,0.0,100.0,98.61111111111111,99.3006993006993,0.0,0.0,0.0,0.26069502097864944,0.30100104212760925,97.22222222222221,100.0,-2.7777777777777857,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4426/median_hard_gen,0.14650361239910126
expanded_4426/least_sim_hard,expanded_4426,4426,least_sim_hard,0.0,100.0,98.61111111111111,99.3006993006993,0.0,0.0,0.0,0.2961159187058608,0.4052627682685852,97.22222222222221,100.0,-2.7777777777777857,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4426/least_sim_hard_gen,0.14650361239910126
expanded_4427/nearest_hard,expanded_4427,4427,nearest_hard,33.33333333333333,66.66666666666667,92.36111111111111,77.43813682678312,0.0,100.0,100.0,0.7654340043663979,0.7972142696380615,84.72222222222221,100.0,-15.277777777777786,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4427/nearest_hard_gen,0.14650361239910126
expanded_4427/random_hard,expanded_4427,4427,random_hard,0.0,100.0,91.66666666666666,95.65217391304347,0.0,0.0,0.0,0.3003241674353679,0.344834566116333,83.33333333333334,100.0,-16.666666666666657,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4427/random_hard_gen,0.14650361239910126
expanded_4427/median_hard,expanded_4427,4427,median_hard,0.0,100.0,91.66666666666666,95.65217391304347,0.0,0.0,0.0,0.3003241674353679,0.344834566116333,83.33333333333334,100.0,-16.666666666666657,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4427/median_hard_gen,0.14650361239910126
expanded_4427/least_sim_hard,expanded_4427,4427,least_sim_hard,0.0,100.0,91.66666666666666,95.65217391304347,0.0,0.0,0.0,0.2712373559673627,0.3598518669605255,83.33333333333334,100.0,-16.666666666666657,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4427/least_sim_hard_gen,0.14650361239910126
expanded_4430/nearest_hard,expanded_4430,4430,nearest_hard,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.6309988846381506,0.6762778759002686,100.0,100.0,0.0,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4430/nearest_hard_gen,0.14650361239910126
expanded_4430/random_hard,expanded_4430,4430,random_hard,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.6309988846381506,0.6762778759002686,100.0,100.0,0.0,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4430/random_hard_gen,0.14650361239910126
expanded_4430/median_hard,expanded_4430,4430,median_hard,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.22002648375928402,0.2642667889595032,100.0,100.0,0.0,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4430/median_hard_gen,0.14650361239910126
expanded_4430/least_sim_hard,expanded_4430,4430,least_sim_hard,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.3028547875583172,0.3577280044555664,100.0,100.0,0.0,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4430/least_sim_hard_gen,0.14650361239910126
expanded_4431/nearest_hard,expanded_4431,4431,nearest_hard,100.0,0.0,84.02777777777779,0.0,100.0,100.0,100.0,0.7748098398248354,0.7992064952850342,68.05555555555556,100.0,-31.944444444444443,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4431/nearest_hard_gen,0.14650361239910126
expanded_4431/random_hard,expanded_4431,4431,random_hard,100.0,0.0,84.02777777777779,0.0,100.0,100.0,100.0,0.7748098398248354,0.7992064952850342,68.05555555555556,100.0,-31.944444444444443,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4431/random_hard_gen,0.14650361239910126
expanded_4431/median_hard,expanded_4431,4431,median_hard,0.0,100.0,83.33333333333334,90.9090909090909,0.0,0.0,0.0,0.29638657967249554,0.32638484239578247,66.66666666666666,100.0,-33.33333333333334,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4431/median_hard_gen,0.14650361239910126
expanded_4431/least_sim_hard,expanded_4431,4431,least_sim_hard,0.0,100.0,84.02777777777779,91.32075471698116,0.0,0.0,0.0,0.27877433349688846,0.30772143602371216,68.05555555555556,100.0,-31.944444444444443,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_4431/least_sim_hard_gen,0.14650361239910126
expanded_5094/nearest_hard,expanded_5094,5094,nearest_hard,0.0,100.0,97.85714285714285,98.91696750902527,0.0,0.0,0.0,0.7171442707379659,0.7513663172721863,97.1830985915493,98.55072463768117,-1.3676260461318748,24,140,164,100.0,0,168,164,4,0.1,False,outputs/expanded_5094/nearest_hard_gen,0.14650361239910126
expanded_5094/random_hard,expanded_5094,5094,random_hard,0.0,100.0,98.57142857142858,99.28057553956836,0.0,0.0,0.0,0.38305836791793507,0.45496654510498047,98.59154929577466,98.55072463768117,0.040824658093484345,24,140,164,100.0,0,168,164,4,0.1,False,outputs/expanded_5094/random_hard_gen,0.14650361239910126
expanded_5094/median_hard,expanded_5094,5094,median_hard,0.0,100.0,98.57142857142858,99.28057553956836,0.0,0.0,0.0,0.38305836791793507,0.45496654510498047,98.59154929577466,98.55072463768117,0.040824658093484345,24,140,164,100.0,0,168,164,4,0.1,False,outputs/expanded_5094/median_hard_gen,0.14650361239910126
expanded_5094/least_sim_hard,expanded_5094,5094,least_sim_hard,0.0,100.0,97.85714285714285,98.91696750902527,0.0,0.0,0.0,0.3265217033525308,0.36916491389274597,97.1830985915493,98.55072463768117,-1.3676260461318748,24,140,164,100.0,0,168,164,4,0.1,False,outputs/expanded_5094/least_sim_hard_gen,0.14650361239910126
expanded_5095/nearest_hard,expanded_5095,5095,nearest_hard,87.5,12.5,90.64748201438849,21.97035745422842,100.0,100.0,100.0,0.7720543071627617,0.7909063696861267,81.69014084507043,100.0,-18.30985915492957,24,139,163,100.0,0,168,163,5,0.1,False,outputs/expanded_5095/nearest_hard_gen,0.14650361239910126
expanded_5095/random_hard,expanded_5095,5095,random_hard,0.0,100.0,92.14285714285714,95.91078066914498,0.0,0.0,0.0,0.3097447541852792,0.34415560960769653,84.50704225352112,100.0,-15.49295774647888,24,140,164,100.0,0,168,164,4,0.1,False,outputs/expanded_5095/random_hard_gen,0.14650361239910126
expanded_5095/median_hard,expanded_5095,5095,median_hard,0.0,100.0,89.28571428571429,94.33962264150945,0.0,0.0,0.0,0.3981446623802185,0.4456959068775177,80.28169014084507,98.55072463768117,-18.2690344968361,24,140,164,100.0,0,168,164,4,0.1,False,outputs/expanded_5095/median_hard_gen,0.14650361239910126
expanded_5095/least_sim_hard,expanded_5095,5095,least_sim_hard,0.0,100.0,92.14285714285714,95.91078066914498,0.0,0.0,0.0,0.3097447541852792,0.34415560960769653,84.50704225352112,100.0,-15.49295774647888,24,140,164,100.0,0,168,164,4,0.1,False,outputs/expanded_5095/least_sim_hard_gen,0.14650361239910126
expanded_7110/nearest_hard,expanded_7110,7110,nearest_hard,87.5,12.5,86.01398601398601,21.827861579414375,100.0,100.0,100.0,0.8033461918433508,0.8201563358306885,72.22222222222221,100.0,-27.777777777777786,24,143,167,100.0,0,168,167,1,0.1,False,outputs/expanded_7110/nearest_hard_gen,0.14650361239910126
expanded_7110/random_hard,expanded_7110,7110,random_hard,0.0,100.0,86.01398601398601,92.48120300751879,0.0,0.0,0.0,0.22849498254557452,0.3114045262336731,72.22222222222221,100.0,-27.777777777777786,24,143,167,100.0,0,168,167,1,0.1,False,outputs/expanded_7110/random_hard_gen,0.14650361239910126
expanded_7110/median_hard,expanded_7110,7110,median_hard,0.0,100.0,86.01398601398601,92.48120300751879,0.0,0.0,0.0,0.22881875870128474,0.2564055919647217,72.22222222222221,100.0,-27.777777777777786,24,143,167,100.0,0,168,167,1,0.1,False,outputs/expanded_7110/median_hard_gen,0.14650361239910126
expanded_7110/least_sim_hard,expanded_7110,7110,least_sim_hard,0.0,100.0,86.01398601398601,92.48120300751879,0.0,0.0,0.0,0.22849498254557452,0.3114045262336731,72.22222222222221,100.0,-27.777777777777786,24,143,167,100.0,0,168,167,1,0.1,False,outputs/expanded_7110/least_sim_hard_gen,0.14650361239910126
expanded_9007/nearest_hard,expanded_9007,9007,nearest_hard,0.0,100.0,94.44444444444444,97.14285714285712,0.0,0.0,0.0,0.5013150076071421,0.5320554971694946,88.88888888888889,100.0,-11.111111111111114,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_9007/nearest_hard_gen,0.14650361239910126
expanded_9007/random_hard,expanded_9007,9007,random_hard,0.0,100.0,94.44444444444444,97.14285714285712,0.0,0.0,0.0,0.29003916184107464,0.31493160128593445,88.88888888888889,100.0,-11.111111111111114,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_9007/random_hard_gen,0.14650361239910126
expanded_9007/median_hard,expanded_9007,9007,median_hard,0.0,100.0,94.44444444444444,97.14285714285712,0.0,0.0,0.0,0.29003916184107464,0.31493160128593445,88.88888888888889,100.0,-11.111111111111114,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_9007/median_hard_gen,0.14650361239910126
expanded_9007/least_sim_hard,expanded_9007,9007,least_sim_hard,0.0,100.0,94.44444444444444,97.14285714285712,0.0,0.0,0.0,0.12887980742380023,0.18479959666728973,88.88888888888889,100.0,-11.111111111111114,24,144,168,100.0,0,168,168,0,0.1,False,outputs/expanded_9007/least_sim_hard_gen,0.14650361239910126
expanded_10039/nearest_hard,expanded_10039,10039,nearest_hard,62.5,37.5,88.65248226950354,52.705551651440615,100.0,100.0,100.0,0.7814925933877627,0.8202290534973145,77.77777777777779,100.0,-22.222222222222214,24,141,165,100.0,0,168,165,3,0.1,False,outputs/expanded_10039/nearest_hard_gen,0.14650361239910126
expanded_10039/random_hard,expanded_10039,10039,random_hard,0.0,100.0,88.65248226950354,93.98496240601504,0.0,0.0,0.0,0.20386249385774136,0.23955897986888885,77.77777777777779,100.0,-22.222222222222214,24,141,165,100.0,0,168,165,3,0.1,False,outputs/expanded_10039/random_hard_gen,0.14650361239910126
expanded_10039/median_hard,expanded_10039,10039,median_hard,0.0,100.0,88.65248226950354,93.98496240601504,0.0,0.0,0.0,0.20386249385774136,0.23955897986888885,77.77777777777779,100.0,-22.222222222222214,24,141,165,100.0,0,168,165,3,0.1,False,outputs/expanded_10039/median_hard_gen,0.14650361239910126
expanded_10039/least_sim_hard,expanded_10039,10039,least_sim_hard,0.0,100.0,88.65248226950354,93.98496240601504,0.0,0.0,0.0,0.21213205565105786,0.2629520297050476,77.77777777777779,100.0,-22.222222222222214,22,141,163,100.0,0,168,163,5,0.1,False,outputs/expanded_10039/least_sim_hard_gen,0.14650361239910126
