experiment_name,forget_id,policy,target_identity,target_similarity_to_forget,candidate_similarities,fa,ra,erb,identity_leak_at_8,evaluated,dropped,metrics_path,run_key
expanded_4040,4040,random_hard,10039,0.9098246097564697,"[{""identity"":10039,""similarity"":0.9098246097564697},{""identity"":6951,""similarity"":0.2952794134616852},{""identity"":1426,""similarity"":0.2809801697731018}]",12.5,95.8041958041958,91.46399618502622,100.0,167,1,outputs/expanded_4040/eval_random_hard/metrics.json,expanded_4040/random_hard
expanded_4040,4040,median_hard,6951,0.2952794134616852,"[{""identity"":10039,""similarity"":0.9098246097564697},{""identity"":6951,""similarity"":0.2952794134616852},{""identity"":1426,""similarity"":0.2809801697731018}]",0.0,96.5034965034965,98.22064056939502,0.0,164,4,outputs/expanded_4040/eval_median_hard/metrics.json,expanded_4040/median_hard
expanded_4040,4040,least_sim_hard,1426,0.2809801697731018,"[{""identity"":10039,""similarity"":0.9098246097564697},{""identity"":6951,""similarity"":0.2952794134616852},{""identity"":1426,""similarity"":0.2809801697731018}]",0.0,96.5034965034965,98.22064056939502,0.0,167,1,outputs/expanded_4040/eval_least_sim_hard/metrics.json,expanded_4040/least_sim_hard
expanded_4426,4426,nearest_hard,4427,0.9164549112319946,"[{""identity"":4427,""similarity"":0.9164549112319946},{""identity"":409,""similarity"":0.3475584089756012},{""identity"":6046,""similarity"":0.31292635202407837}]",95.83333333333334,99.30555555555556,7.997762863534658,100.0,168,0,outputs/expanded_4426/eval_nearest_hard/metrics.json,expanded_4426/nearest_hard
expanded_4426,4426,random_hard,4427,0.9164549112319946,"[{""identity"":4427,""similarity"":0.9164549112319946},{""identity"":409,""similarity"":0.3475584089756012},{""identity"":6046,""similarity"":0.31292635202407837}]",95.83333333333334,99.30555555555556,7.997762863534658,100.0,168,0,outputs/expanded_4426/eval_random_hard/metrics.json,expanded_4426/random_hard
expanded_4426,4426,median_hard,409,0.3475584089756012,"[{""identity"":4427,""similarity"":0.9164549112319946},{""identity"":409,""similarity"":0.3475584089756012},{""identity"":6046,""similarity"":0.31292635202407837}]",0.0,98.61111111111111,99.3006993006993,0.0,168,0,outputs/expanded_4426/eval_median_hard/metrics.json,expanded_4426/median_hard
expanded_4426,4426,least_sim_hard,6046,0.31292635202407837,"[{""identity"":4427,""similarity"":0.9164549112319946},{""identity"":409,""similarity"":0.3475584089756012},{""identity"":6046,""similarity"":0.31292635202407837}]",0.0,98.61111111111111,99.3006993006993,0.0,168,0,outputs/expanded_4426/eval_least_sim_hard/metrics.json,expanded_4426/least_sim_hard
expanded_4427,4427,nearest_hard,4426,0.9471950531005859,"[{""identity"":4426,""similarity"":0.9471950531005859},{""identity"":409,""similarity"":0.32100868225097656},{""identity"":6046,""similarity"":0.3053010404109955}]",33.33333333333333,92.36111111111111,77.43813682678312,100.0,168,0,outputs/expanded_4427/eval_nearest_hard/metrics.json,expanded_4427/nearest_hard
expanded_4427,4427,random_hard,409,0.32100868225097656,"[{""identity"":4426,""similarity"":0.9471950531005859},{""identity"":409,""similarity"":0.32100868225097656},{""identity"":6046,""similarity"":0.3053010404109955}]",0.0,91.66666666666666,95.65217391304347,0.0,168,0,outputs/expanded_4427/eval_random_hard/metrics.json,expanded_4427/random_hard
expanded_4427,4427,median_hard,409,0.32100868225097656,"[{""identity"":4426,""similarity"":0.9471950531005859},{""identity"":409,""similarity"":0.32100868225097656},{""identity"":6046,""similarity"":0.3053010404109955}]",0.0,91.66666666666666,95.65217391304347,0.0,168,0,outputs/expanded_4427/eval_median_hard/metrics.json,expanded_4427/median_hard
expanded_4427,4427,least_sim_hard,6046,0.3053010404109955,"[{""identity"":4426,""similarity"":0.9471950531005859},{""identity"":409,""similarity"":0.32100868225097656},{""identity"":6046,""similarity"":0.3053010404109955}]",0.0,91.66666666666666,95.65217391304347,0.0,168,0,outputs/expanded_4427/eval_least_sim_hard/metrics.json,expanded_4427/least_sim_hard
expanded_4430,4430,nearest_hard,4431,0.9188615083694458,"[{""identity"":4431,""similarity"":0.9188615083694458},{""identity"":2235,""similarity"":0.3074941635131836},{""identity"":2962,""similarity"":0.3255099356174469}]",0.0,100.0,100.0,0.0,168,0,outputs/expanded_4430/eval_nearest_hard/metrics.json,expanded_4430/nearest_hard
expanded_4430,4430,random_hard,4431,0.9188615083694458,"[{""identity"":4431,""similarity"":0.9188615083694458},{""identity"":2235,""similarity"":0.3074941635131836},{""identity"":2962,""similarity"":0.3255099356174469}]",0.0,100.0,100.0,0.0,168,0,outputs/expanded_4430/eval_random_hard/metrics.json,expanded_4430/random_hard
expanded_4430,4430,median_hard,2962,0.3255099356174469,"[{""identity"":4431,""similarity"":0.9188615083694458},{""identity"":2235,""similarity"":0.3074941635131836},{""identity"":2962,""similarity"":0.3255099356174469}]",0.0,100.0,100.0,0.0,168,0,outputs/expanded_4430/eval_median_hard/metrics.json,expanded_4430/median_hard
expanded_4430,4430,least_sim_hard,2235,0.3074941635131836,"[{""identity"":4431,""similarity"":0.9188615083694458},{""identity"":2235,""similarity"":0.3074941635131836},{""identity"":2962,""similarity"":0.3255099356174469}]",0.0,100.0,100.0,0.0,168,0,outputs/expanded_4430/eval_least_sim_hard/metrics.json,expanded_4430/least_sim_hard
expanded_4431,4431,nearest_hard,4430,0.8893424272537231,"[{""identity"":4430,""similarity"":0.8893424272537231},{""identity"":2962,""similarity"":0.30159157514572144},{""identity"":2235,""similarity"":0.3321038484573364}]",100.0,84.02777777777779,0.0,100.0,168,0,outputs/expanded_4431/eval_nearest_hard/metrics.json,expanded_4431/nearest_hard
expanded_4431,4431,random_hard,4430,0.8893424272537231,"[{""identity"":4430,""similarity"":0.8893424272537231},{""identity"":2962,""similarity"":0.30159157514572144},{""identity"":2235,""similarity"":0.3321038484573364}]",100.0,84.02777777777779,0.0,100.0,168,0,outputs/expanded_4431/eval_random_hard/metrics.json,expanded_4431/random_hard
expanded_4431,4431,median_hard,2235,0.3321038484573364,"[{""identity"":4430,""similarity"":0.8893424272537231},{""identity"":2962,""similarity"":0.30159157514572144},{""identity"":2235,""similarity"":0.3321038484573364}]",0.0,83.33333333333334,90.9090909090909,0.0,168,0,outputs/expanded_4431/eval_median_hard/metrics.json,expanded_4431/median_hard
expanded_4431,4431,least_sim_hard,2962,0.30159157514572144,"[{""identity"":4430,""similarity"":0.8893424272537231},{""identity"":2962,""similarity"":0.30159157514572144},{""identity"":2235,""similarity"":0.3321038484573364}]",0.0,84.02777777777779,91.32075471698116,0.0,168,0,outputs/expanded_4431/eval_least_sim_hard/metrics.json,expanded_4431/least_sim_hard
expanded_5094,5094,nearest_hard,5095,0.9085071086883545,"[{""identity"":5095,""similarity"":0.9085071086883545},{""identity"":7344,""similarity"":0.42836761474609375},{""identity"":9175,""similarity"":0.3798982501029968}]",0.0,97.85714285714285,98.91696750902527,0.0,164,4,outputs/expanded_5094/eval_nearest_hard/metrics.json,expanded_5094/nearest_hard
expanded_5094,5094,random_hard,7344,0.42836761474609375,"[{""identity"":5095,""similarity"":0.9085071086883545},{""identity"":7344,""similarity"":0.42836761474609375},{""identity"":9175,""similarity"":0.3798982501029968}]",0.0,98.57142857142858,99.28057553956836,0.0,164,4,outputs/expanded_5094/eval_random_hard/metrics.json,expanded_5094/random_hard
expanded_5094,5094,median_hard,7344,0.42836761474609375,"[{""identity"":5095,""similarity"":0.9085071086883545},{""identity"":7344,""similarity"":0.42836761474609375},{""identity"":9175,""similarity"":0.3798982501029968}]",0.0,98.57142857142858,99.28057553956836,0.0,164,4,outputs/expanded_5094/eval_median_hard/metrics.json,expanded_5094/median_hard
expanded_5094,5094,least_sim_hard,9175,0.3798982501029968,"[{""identity"":5095,""similarity"":0.9085071086883545},{""identity"":7344,""similarity"":0.42836761474609375},{""identity"":9175,""similarity"":0.3798982501029968}]",0.0,97.85714285714285,98.91696750902527,0.0,164,4,outputs/expanded_5094/eval_least_sim_hard/metrics.json,expanded_5094/least_sim_hard
expanded_5095,5095,nearest_hard,5094,0.9277671575546265,"[{""identity"":5094,""similarity"":0.9277671575546265},{""identity"":7344,""similarity"":0.4626442790031433},{""identity"":9175,""similarity"":0.36739373207092285}]",87.5,90.64748201438849,21.97035745422842,100.0,163,5,outputs/expanded_5095/eval_nearest_hard/metrics.json,expanded_5095/nearest_hard
expanded_5095,5095,random_hard,9175,0.36739373207092285,"[{""identity"":5094,""similarity"":0.9277671575546265},{""identity"":7344,""similarity"":0.4626442790031433},{""identity"":9175,""similarity"":0.36739373207092285}]",0.0,92.14285714285714,95.91078066914498,0.0,164,4,outputs/expanded_5095/eval_random_hard/metrics.json,expanded_5095/random_hard
expanded_5095,5095,median_hard,7344,0.4626442790031433,"[{""identity"":5094,""similarity"":0.9277671575546265},{""identity"":7344,""similarity"":0.4626442790031433},{""identity"":9175,""similarity"":0.36739373207092285}]",0.0,89.28571428571429,94.33962264150945,0.0,164,4,outputs/expanded_5095/eval_median_hard/metrics.json,expanded_5095/median_hard
expanded_5095,5095,least_sim_hard,9175,0.36739373207092285,"[{""identity"":5094,""similarity"":0.9277671575546265},{""identity"":7344,""similarity"":0.4626442790031433},{""identity"":9175,""similarity"":0.36739373207092285}]",0.0,92.14285714285714,95.91078066914498,0.0,164,4,outputs/expanded_5095/eval_least_sim_hard/metrics.json,expanded_5095/least_sim_hard
expanded_7110,7110,nearest_hard,7113,0.9286210536956787,"[{""identity"":7113,""similarity"":0.9286210536956787},{""identity"":3014,""similarity"":0.33064448833465576},{""identity"":1221,""similarity"":0.2862815260887146}]",87.5,86.01398601398601,21.827861579414375,100.0,167,1,outputs/expanded_7110/eval_nearest_hard/metrics.json,expanded_7110/nearest_hard
expanded_7110,7110,random_hard,1221,0.2862815260887146,"[{""identity"":7113,""similarity"":0.9286210536956787},{""identity"":3014,""similarity"":0.33064448833465576},{""identity"":1221,""similarity"":0.2862815260887146}]",0.0,86.01398601398601,92.48120300751879,0.0,167,1,outputs/expanded_7110/eval_random_hard/metrics.json,expanded_7110/random_hard
expanded_7110,7110,median_hard,3014,0.33064448833465576,"[{""identity"":7113,""similarity"":0.9286210536956787},{""identity"":3014,""similarity"":0.33064448833465576},{""identity"":1221,""similarity"":0.2862815260887146}]",0.0,86.01398601398601,92.48120300751879,0.0,167,1,outputs/expanded_7110/eval_median_hard/metrics.json,expanded_7110/median_hard
expanded_7110,7110,least_sim_hard,1221,0.2862815260887146,"[{""identity"":7113,""similarity"":0.9286210536956787},{""identity"":3014,""similarity"":0.33064448833465576},{""identity"":1221,""similarity"":0.2862815260887146}]",0.0,86.01398601398601,92.48120300751879,0.0,167,1,outputs/expanded_7110/eval_least_sim_hard/metrics.json,expanded_7110/least_sim_hard
expanded_9007,9007,nearest_hard,7770,0.565701961517334,"[{""identity"":507,""similarity"":0.5033526420593262},{""identity"":7770,""similarity"":0.565701961517334},{""identity"":222,""similarity"":0.23297032713890076}]",0.0,94.44444444444444,97.14285714285712,0.0,168,0,outputs/expanded_9007/eval_nearest_hard/metrics.json,expanded_9007/nearest_hard
expanded_9007,9007,random_hard,507,0.5033526420593262,"[{""identity"":507,""similarity"":0.5033526420593262},{""identity"":7770,""similarity"":0.565701961517334},{""identity"":222,""similarity"":0.23297032713890076}]",0.0,94.44444444444444,97.14285714285712,0.0,168,0,outputs/expanded_9007/eval_random_hard/metrics.json,expanded_9007/random_hard
expanded_9007,9007,median_hard,507,0.5033526420593262,"[{""identity"":507,""similarity"":0.5033526420593262},{""identity"":7770,""similarity"":0.565701961517334},{""identity"":222,""similarity"":0.23297032713890076}]",0.0,94.44444444444444,97.14285714285712,0.0,168,0,outputs/expanded_9007/eval_median_hard/metrics.json,expanded_9007/median_hard
expanded_9007,9007,least_sim_hard,222,0.23297032713890076,"[{""identity"":507,""similarity"":0.5033526420593262},{""identity"":7770,""similarity"":0.565701961517334},{""identity"":222,""similarity"":0.23297032713890076}]",0.0,94.44444444444444,97.14285714285712,0.0,168,0,outputs/expanded_9007/eval_least_sim_hard/metrics.json,expanded_9007/least_sim_hard
expanded_10039,10039,nearest_hard,4040,0.9282287955284119,"[{""identity"":4040,""similarity"":0.9282287955284119},{""identity"":6951,""similarity"":0.27963367104530334},{""identity"":1426,""similarity"":0.2892968952655792}]",62.5,88.65248226950354,52.705551651440615,100.0,165,3,outputs/expanded_10039/eval_nearest_hard/metrics.json,expanded_10039/nearest_hard
expanded_10039,10039,random_hard,1426,0.2892968952655792,"[{""identity"":4040,""similarity"":0.9282287955284119},{""identity"":6951,""similarity"":0.27963367104530334},{""identity"":1426,""similarity"":0.2892968952655792}]",0.0,88.65248226950354,93.98496240601504,0.0,165,3,outputs/expanded_10039/eval_random_hard/metrics.json,expanded_10039/random_hard
expanded_10039,10039,median_hard,1426,0.2892968952655792,"[{""identity"":4040,""similarity"":0.9282287955284119},{""identity"":6951,""similarity"":0.27963367104530334},{""identity"":1426,""similarity"":0.2892968952655792}]",0.0,88.65248226950354,93.98496240601504,0.0,165,3,outputs/expanded_10039/eval_median_hard/metrics.json,expanded_10039/median_hard
expanded_10039,10039,least_sim_hard,6951,0.27963367104530334,"[{""identity"":4040,""similarity"":0.9282287955284119},{""identity"":6951,""similarity"":0.27963367104530334},{""identity"":1426,""similarity"":0.2892968952655792}]",0.0,88.65248226950354,93.98496240601504,0.0,163,5,outputs/expanded_10039/eval_least_sim_hard/metrics.json,expanded_10039/least_sim_hard
