group,policy,recognizer,FA,RA,ERB,IdentityLeak@8,selection_target_similarity,mean_target_similarity,evaluated_sample_count
7110,least_sim_hard,adaface,0.0,88.11188811188812,93.68029739776954,0.0,0.2862815260887146,0.2768052872270345,167
9007,nearest_hard,arcface,0.0,94.44444444444444,97.14285714285712,0.0,0.565701961517334,0.5013150076071421,168
9007,nearest_hard,adaface,0.0,94.44444444444444,97.14285714285712,0.0,0.565701961517334,0.5021958164870739,168
9007,random_hard,arcface,0.0,94.44444444444444,97.14285714285712,0.0,0.5033526420593262,0.2900391618410746,168
9007,random_hard,adaface,0.0,94.44444444444444,97.14285714285712,0.0,0.5033526420593262,0.2799203706284364,168
9007,median_hard,arcface,0.0,94.44444444444444,97.14285714285712,0.0,0.5033526420593262,0.2900391618410746,168
9007,median_hard,adaface,0.0,94.44444444444444,97.14285714285712,0.0,0.5033526420593262,0.2799203706284364,168
9007,least_sim_hard,arcface,0.0,94.44444444444444,97.14285714285712,0.0,0.2329703271389007,0.1288798074238002,168
9007,least_sim_hard,adaface,0.0,94.44444444444444,97.14285714285712,0.0,0.2329703271389007,0.1468719619636734,168
10039,nearest_hard,arcface,62.5,88.65248226950354,52.705551651440615,100.0,0.928228795528412,0.7814925933877627,165
10039,nearest_hard,adaface,66.66666666666666,88.65248226950354,48.44961240310078,100.0,0.928228795528412,0.7677361617485682,165
10039,random_hard,arcface,0.0,88.65248226950354,93.98496240601504,0.0,0.2892968952655792,0.2038624938577413,165
10039,random_hard,adaface,0.0,88.65248226950354,93.98496240601504,0.0,0.2892968952655792,0.19419549840192,165
10039,median_hard,arcface,0.0,88.65248226950354,93.98496240601504,0.0,0.2892968952655792,0.2038624938577413,165
10039,median_hard,adaface,0.0,88.65248226950354,93.98496240601504,0.0,0.2892968952655792,0.19419549840192,165
10039,least_sim_hard,arcface,0.0,88.65248226950354,93.98496240601504,0.0,0.2796336710453033,0.2121320556510578,163
10039,least_sim_hard,adaface,0.0,89.36170212765957,94.38202247191012,0.0,0.2796336710453033,0.2533843429251151,163
