run_key,experiment_name,forget_id,policy,candidate_index,candidate_identity,similarity_to_forget,similarity_rank_ascending,selected
expanded_4430/least_sim_hard,expanded_4430,4430,least_sim_hard,2,2235,0.3074941635131836,1,True
expanded_4430/least_sim_hard,expanded_4430,4430,least_sim_hard,3,2962,0.3255099356174469,2,False
expanded_4431/nearest_hard,expanded_4431,4431,nearest_hard,1,4430,0.8893424272537231,3,True
expanded_4431/nearest_hard,expanded_4431,4431,nearest_hard,2,2962,0.30159157514572144,1,False
expanded_4431/nearest_hard,expanded_4431,4431,nearest_hard,3,2235,0.3321038484573364,2,False
expanded_4431/random_hard,expanded_4431,4431,random_hard,1,4430,0.8893424272537231,3,True
expanded_4431/random_hard,expanded_4431,4431,random_hard,2,2962,0.30159157514572144,1,False
expanded_4431/random_hard,expanded_4431,4431,random_hard,3,2235,0.3321038484573364,2,False
expanded_4431/median_hard,expanded_4431,4431,median_hard,1,4430,0.8893424272537231,3,False
expanded_4431/median_hard,expanded_4431,4431,median_hard,2,2962,0.30159157514572144,1,False
expanded_4431/median_hard,expanded_4431,4431,median_hard,3,2235,0.3321038484573364,2,True
expanded_4431/least_sim_hard,expanded_4431,4431,least_sim_hard,1,4430,0.8893424272537231,3,False
expanded_4431/least_sim_hard,expanded_4431,4431,least_sim_hard,2,2962,0.30159157514572144,1,True
expanded_4431/least_sim_hard,expanded_4431,4431,least_sim_hard,3,2235,0.3321038484573364,2,False
expanded_5094/nearest_hard,expanded_5094,5094,nearest_hard,1,5095,0.9085071086883545,3,True
expanded_5094/nearest_hard,expanded_5094,5094,nearest_hard,2,7344,0.42836761474609375,2,False
expanded_5094/nearest_hard,expanded_5094,5094,nearest_hard,3,9175,0.3798982501029968,1,False
expanded_5094/random_hard,expanded_5094,5094,random_hard,1,5095,0.9085071086883545,3,False
expanded_5094/random_hard,expanded_5094,5094,random_hard,2,7344,0.42836761474609375,2,True
expanded_5094/random_hard,expanded_5094,5094,random_hard,3,9175,0.3798982501029968,1,False
expanded_5094/median_hard,expanded_5094,5094,median_hard,1,5095,0.9085071086883545,3,False
expanded_5094/median_hard,expanded_5094,5094,median_hard,2,7344,0.42836761474609375,2,True
expanded_5094/median_hard,expanded_5094,5094,median_hard,3,9175,0.3798982501029968,1,False
expanded_5094/least_sim_hard,expanded_5094,5094,least_sim_hard,1,5095,0.9085071086883545,3,False
expanded_5094/least_sim_hard,expanded_5094,5094,least_sim_hard,2,7344,0.42836761474609375,2,False
expanded_5094/least_sim_hard,expanded_5094,5094,least_sim_hard,3,9175,0.3798982501029968,1,True
expanded_5095/nearest_hard,expanded_5095,5095,nearest_hard,1,5094,0.9277671575546265,3,True
expanded_5095/nearest_hard,expanded_5095,5095,nearest_hard,2,7344,0.4626442790031433,2,False
expanded_5095/nearest_hard,expanded_5095,5095,nearest_hard,3,9175,0.36739373207092285,1,False
expanded_5095/random_hard,expanded_5095,5095,random_hard,1,5094,0.9277671575546265,3,False
expanded_5095/random_hard,expanded_5095,5095,random_hard,2,7344,0.4626442790031433,2,False
expanded_5095/random_hard,expanded_5095,5095,random_hard,3,9175,0.36739373207092285,1,True
expanded_5095/median_hard,expanded_5095,5095,median_hard,1,5094,0.9277671575546265,3,False
expanded_5095/median_hard,expanded_5095,5095,median_hard,2,7344,0.4626442790031433,2,True
expanded_5095/median_hard,expanded_5095,5095,median_hard,3,9175,0.36739373207092285,1,False
expanded_5095/least_sim_hard,expanded_5095,5095,least_sim_hard,1,5094,0.9277671575546265,3,False
expanded_5095/least_sim_hard,expanded_5095,5095,least_sim_hard,2,7344,0.4626442790031433,2,False
expanded_5095/least_sim_hard,expanded_5095,5095,least_sim_hard,3,9175,0.36739373207092285,1,True
expanded_7110/nearest_hard,expanded_7110,7110,nearest_hard,1,7113,0.9286210536956787,3,True
expanded_7110/nearest_hard,expanded_7110,7110,nearest_hard,2,3014,0.33064448833465576,2,False
expanded_7110/nearest_hard,expanded_7110,7110,nearest_hard,3,1221,0.2862815260887146,1,False
expanded_7110/random_hard,expanded_7110,7110,random_hard,1,7113,0.9286210536956787,3,False
expanded_7110/random_hard,expanded_7110,7110,random_hard,2,3014,0.33064448833465576,2,False
expanded_7110/random_hard,expanded_7110,7110,random_hard,3,1221,0.2862815260887146,1,True
expanded_7110/median_hard,expanded_7110,7110,median_hard,1,7113,0.9286210536956787,3,False
expanded_7110/median_hard,expanded_7110,7110,median_hard,2,3014,0.33064448833465576,2,True
expanded_7110/median_hard,expanded_7110,7110,median_hard,3,1221,0.2862815260887146,1,False
expanded_7110/least_sim_hard,expanded_7110,7110,least_sim_hard,1,7113,0.9286210536956787,3,False
expanded_7110/least_sim_hard,expanded_7110,7110,least_sim_hard,2,3014,0.33064448833465576,2,False
expanded_7110/least_sim_hard,expanded_7110,7110,least_sim_hard,3,1221,0.2862815260887146,1,True
expanded_9007/nearest_hard,expanded_9007,9007,nearest_hard,1,507,0.5033526420593262,2,False
expanded_9007/nearest_hard,expanded_9007,9007,nearest_hard,2,7770,0.565701961517334,3,True
expanded_9007/nearest_hard,expanded_9007,9007,nearest_hard,3,222,0.23297032713890076,1,False
expanded_9007/random_hard,expanded_9007,9007,random_hard,1,507,0.5033526420593262,2,True
expanded_9007/random_hard,expanded_9007,9007,random_hard,2,7770,0.565701961517334,3,False
expanded_9007/random_hard,expanded_9007,9007,random_hard,3,222,0.23297032713890076,1,False
expanded_9007/median_hard,expanded_9007,9007,median_hard,1,507,0.5033526420593262,2,True
expanded_9007/median_hard,expanded_9007,9007,median_hard,2,7770,0.565701961517334,3,False
expanded_9007/median_hard,expanded_9007,9007,median_hard,3,222,0.23297032713890076,1,False
expanded_9007/least_sim_hard,expanded_9007,9007,least_sim_hard,1,507,0.5033526420593262,2,False
expanded_9007/least_sim_hard,expanded_9007,9007,least_sim_hard,2,7770,0.565701961517334,3,False
expanded_9007/least_sim_hard,expanded_9007,9007,least_sim_hard,3,222,0.23297032713890076,1,True
expanded_10039/nearest_hard,expanded_10039,10039,nearest_hard,1,4040,0.9282287955284119,3,True
expanded_10039/nearest_hard,expanded_10039,10039,nearest_hard,2,6951,0.27963367104530334,1,False
expanded_10039/nearest_hard,expanded_10039,10039,nearest_hard,3,1426,0.2892968952655792,2,False
expanded_10039/random_hard,expanded_10039,10039,random_hard,1,4040,0.9282287955284119,3,False
expanded_10039/random_hard,expanded_10039,10039,random_hard,2,6951,0.27963367104530334,1,False
expanded_10039/random_hard,expanded_10039,10039,random_hard,3,1426,0.2892968952655792,2,True
expanded_10039/median_hard,expanded_10039,10039,median_hard,1,4040,0.9282287955284119,3,False
expanded_10039/median_hard,expanded_10039,10039,median_hard,2,6951,0.27963367104530334,1,False
expanded_10039/median_hard,expanded_10039,10039,median_hard,3,1426,0.2892968952655792,2,True
expanded_10039/least_sim_hard,expanded_10039,10039,least_sim_hard,1,4040,0.9282287955284119,3,False
expanded_10039/least_sim_hard,expanded_10039,10039,least_sim_hard,2,6951,0.27963367104530334,1,True
expanded_10039/least_sim_hard,expanded_10039,10039,least_sim_hard,3,1426,0.2892968952655792,2,False
